MACROCLASSE (A,B etc);MACROCLASSE (01, 02 etc);Descrizione;Settore Attività;Codice Ateco 2007;INCENDIO;INCENDIO <= 500.000 € fatturato;INCENDIO > 500.000 € fatturato;FURTO;FURTO <= 500.000 € fatturato;FURTO > 500.000 € fatturato;RCT;RCO;RC PRODOTTO;Gruppo Codice Incendio;Gruppo Codice Furto;Gruppo Codice RCT;Gruppo Codice RCO;Gruppo Codice RCP;RC veicoli in cons. e cust.;RC postuma officine ;RC postuma 12 mesi (no edile);RC postuma D.M.37/2008;Danni da furto;Danni alle cose lavori;RC impresa edile;Furto;Elettronica;Guasto Macchine
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI IN METALLO (ESCLUSI MACCHINARI E ATTREZZATURE);Fabbricazione di armi e munizioni;;25.40.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI IN METALLO (ESCLUSI MACCHINARI E ATTREZZATURE);Fabbricazione di articoli di coltelleria, posateria ed armi bianche;produzione;25.71.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;Escluso;X;x;x;x;;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI IN METALLO (ESCLUSI MACCHINARI E ATTREZZATURE);Fabbricazione di stampi, portastampi, sagome, forme per macchine;produzione;25.73.20;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI IN METALLO (ESCLUSI MACCHINARI E ATTREZZATURE);Fabbricazione di bidoni in acciaio e contenitori analoghi per il trasporto e l'imballaggio;produzione;25.91.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI IN METALLO (ESCLUSI MACCHINARI E ATTREZZATURE);Fabbricazione di prodotti fabbricati con fili metallici;produzione;25.93.10;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI IN METALLO (ESCLUSI MACCHINARI E ATTREZZATURE);Fabbricazione di molle;produzione;25.93.20;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI IN METALLO (ESCLUSI MACCHINARI E ATTREZZATURE);Fabbricazione di catene fucinate senza saldatura e stampate;;25.93.30;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;OK;;;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI IN METALLO (ESCLUSI MACCHINARI E ATTREZZATURE);Fabbricazione di articoli di bulloneria;produzione;25.94.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI IN METALLO (ESCLUSI MACCHINARI E ATTREZZATURE);Fabbricazione di oggetti in ferro, in rame ed altri metalli;produzione;25.99.30;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;Escluso;X;x;x;x;;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI PRODOTTI IN METALLO (ESCLUSI MACCHINARI E ATTREZZATURE);Fabbricazione di altri articoli metallici e minuteria metallica nca;produzione;25.99.99;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;Escluso;X;x;x;x;;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";Fabbricazione di schede elettroniche assemblate;;26.12.00;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;OK;OK;Escluso;X;x;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";Fabbricazione di computer e unità periferiche;produzione;26.20.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;Escluso;X;x;x;x;;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";Fabbricazione di apparecchi trasmittenti radiotelevisivi (incluse le telecamere);;26.30.10;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;Escluso;;;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";Fabbricazione di sistemi antifurto e antincendio;produzione;26.30.21;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;Escluso;X;x;x;x;;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;"FABBRICAZIONE DI COMPUTER E PRODOTTI DI ELETTRONICA E OTTICA; APPARECCHI ELETTROMEDICALI, APPARECCHI DI MISURAZIONE E DI OROLOGI";Fabbricazione di altri apparecchi elettrici ed elettronici per telecomunicazioni;produzione;26.30.29;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;Escluso;X;x;x;x;;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;Fabbricazione di batterie di pile ed accumulatori elettrici;;27.20.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;Fabbricazione di cavi a fibra ottica per la trasmissione di dati o di immagini;;27.31.01;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;Escluso;;;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;Fabbricazione di fibre ottiche;;27.31.02;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;Escluso;;;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;Fabbricazione di altri fili e cavi elettrici ed elettronici;produzione;27.32.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;Escluso;x;x;x;x;;;;;;;;;x;x;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;Fabbricazione di apparecchiature in plastica non conduttiva;;27.33.01;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI APPARECCHIATURE ELETTRICHE ED APPARECCHIATURE PER USO DOMESTICO NON ELETTRICHE;Fabbricazione di altre attrezzature per cablaggio;produzione;27.33.09;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;x;x;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di motori a combustione interna (esclusi i motori destinati ai mezzi di trasporto su strada e ad aeromobili);produzione;28.11.11;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;Escluso;X;x;x;x;;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di macchine e apparecchi per le industrie chimiche, petrolchimiche e petrolifere (incluse parti e accessori);produzione;28.29.20;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di apparecchiature per il lancio di aeromobili, catapulte per portaerei e apparecchiature simili;;28.99.91;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MACCHINARI ED APPARECCHIATURE NCA;Fabbricazione di giostre, altalene ed altre attrezzature per parchi di divertimento;;28.99.92;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;Fabbricazione di autoveicoli;;29.10.00;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli e loro motori;produzione;29.31.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;Fabbricazione di sedili per autoveicoli;;29.32.01;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI;Fabbricazione di altre parti ed accessori per autoveicoli e loro motori nca;produzione;29.32.09;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;x;x;x
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;Cantieri navali per costruzioni metalliche e non metalliche (esclusi i sedili per navi);;30.11.02;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;Costruzione di imbarcazioni da diporto e sportive;;30.12.00;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;Fabbricazione di sedili per tram, filovie e metropolitane;;30.20.01;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;OK;;;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;Costruzione di altro materiale rotabile ferroviario, tranviario, filoviario, per metropolitane e per miniere;produzione;30.20.02;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;Fabbricazione di sedili per aeromobili;;30.30.01;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;Fabbricazione di missili balistici;;30.30.02;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;Fabbricazione di aeromobili, di veicoli spaziali e dei relativi dispositivi nca;;30.30.09;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;Fabbricazione di veicoli militari da combattimento;;30.40.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;Fabbricazione di motori per motocicli;;30.91.11;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;Fabbricazione di motocicli;produzione;30.91.12;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;Fabbricazione di accessori e pezzi staccati per motocicli e ciclomotori;produzione;30.91.20;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI ALTRI MEZZI DI TRASPORTO;Fabbricazione di veicoli per invalidi (incluse parti e accessori);;30.92.30;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MOBILI;Fabbricazione di sedie e poltrone per ufficio e negozi;produzione;31.01.10;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MOBILI;Fabbricazione di altri mobili metallici per ufficio e negozi;produzione;31.01.21;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MOBILI;Fabbricazione di altri mobili non metallici per ufficio e negozi;produzione;31.01.22;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MOBILI;Fabbricazione di mobili per cucina;produzione;31.02.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MOBILI;Fabbricazione di materassi;;31.03.00;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;RD con fatturato fino a 500k, oltre ESCLUSO;RD;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MOBILI;Fabbricazione di mobili per arredo domestico;produzione;31.09.10;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MOBILI;Fabbricazione di sedie e sedili (esclusi quelli per aeromobili, autoveicoli, navi, treni, ufficio e negozi);produzione;31.09.20;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MOBILI;Fabbricazione di poltrone e divani;produzione;31.09.30;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MOBILI;Fabbricazione di parti e accessori di mobili;produzione;31.09.40;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MOBILI;Finitura di mobili;produzione;31.09.50;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;
ATTIVITÀ MANIFATTURIERE;FABBRICAZIONE DI MOBILI;Fabbricazione di altri mobili (inclusi quelli per arredo esterno);produzione;31.09.90;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;OK;X;x;x;x;x;;;;;;;;X;X;X
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di articoli di vestiario ignifughi e protettivi di sicurezza;;32.99.11;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;Escluso;;;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di articoli in plastica per la sicurezza personale;;32.99.12;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;Escluso;;;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di maschere antigas;;32.99.14;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;ALTRE INDUSTRIE MANIFATTURIERE;Fabbricazione di altre attrezzature ed altri articoli protettivi di sicurezza;;32.99.19;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;Escluso;;;x;x;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;Riparazione e manutenzione di armi, sistemi d'arma e munizioni;;33.11.03;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;Riparazione e manutenzione di giostre, altalene, padiglioni da tiro al bersaglio ed altre attrezzature per parchi di divertimento;;33.12.92;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;Riparazione e manutenzione di navi commerciali e imbarcazioni da diporto (esclusi i loro motori);produzione;33.15.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;X;X;
ATTIVITÀ MANIFATTURIERE;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;Riparazione e manutenzione di aeromobili e di veicoli spaziali;;33.16.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
ATTIVITÀ MANIFATTURIERE;RIPARAZIONE, MANUTENZIONE ED INSTALLAZIONE DI MACCHINE ED APPARECCHIATURE;Riparazioni di pallets e contenitori in legno per trasporto;produzione;33.19.01;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK;OK;RD;X;x;x;x;x;;;;;;;;X;X;
FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;Distribuzione di combustibili gassosi mediante condotte;commerciale;35.22.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;;X;
FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;FORNITURA DI ENERGIA ELETTRICA, GAS, VAPORE E ARIA CONDIZIONATA;Commercio di gas distribuito mediante condotte;commerciale;35.23.00;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;;X;
"FORNITURA DI ACQUA; RETI FOGNARIE, ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO";RACCOLTA, TRATTAMENTO E FORNITURA DI ACQUA;Raccolta, trattamento e fornitura di acqua;;36.00.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
"FORNITURA DI ACQUA; RETI FOGNARIE, ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO";GESTIONE DELLE RETI FOGNARIE;Raccolta e depurazione delle acque di scarico;;37.00.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
"FORNITURA DI ACQUA; RETI FOGNARIE, ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO";"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";Raccolta di rifiuti solidi non pericolosi;;38.11.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
"FORNITURA DI ACQUA; RETI FOGNARIE, ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO";"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";Raccolta di rifiuti pericolosi solidi e non solidi;;38.12.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
"FORNITURA DI ACQUA; RETI FOGNARIE, ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO";"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";Produzione di compost;;38.21.01;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;OK;OK;Escluso;;;x;x;;;;;;;;;;;
"FORNITURA DI ACQUA; RETI FOGNARIE, ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO";"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";Trattamento e smaltimento di altri rifiuti non pericolosi;produzione;38.21.09;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;;X;X
"FORNITURA DI ACQUA; RETI FOGNARIE, ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO";"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";Trattamento e smaltimento di rifiuti pericolosi;;38.22.00;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
"FORNITURA DI ACQUA; RETI FOGNARIE, ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO";"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";Demolizione di carcasse;produzione;38.31.10;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;OK con fatturato fino a 500k, oltre ESCLUSO;OK;Escluso;Escluso;Escluso;Escluso;X;x;;;;;;;;;;;;X;
"FORNITURA DI ACQUA; RETI FOGNARIE, ATTIVITÀ DI GESTIONE DEI RIFIUTI E RISANAMENTO";"ATTIVITÀ DI RACCOLTA, TRATTAMENTO E SMALTIMENTO DEI RIFIUTI; RECUPERO DEI MATERIALI";Cantieri di demolizione navali;;38.31.20;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;Escluso;;;;;;;;;;;;;;;
